Case,R2,RMSE,RRMSE
Case1,0.5342620647241572,1029.8952825620445,29.0503957163604
Case2,0.5187154663381934,1046.9434276900818,29.531275054857215
Case3,0.6115790725538988,940.531991956692,26.529713275575258
Case4,0.5975674642155544,957.3457303289586,27.003980670965788
Case5,0.4970720918912399,1070.2250944669877,30.187984182724115
Case6,0.5901527709125506,966.1248741243132,27.251615168981385
Case7,0.5636333522291588,996.8918300163635,28.11946286066942
Case8,0.31795927196188634,1246.3138370744757,35.154943193564804
